0;12;15;18;37;41;45;47;51;55;65;70;72;73;75;77;82;87;88;89;92;97;101;102;106;111
What tools and software do you use frequently?;Audio;;;Show more options for What tools and software do you use frequently?;;;Save;;;1m 39s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Google Cloud Professional Machine Learning Engineer Cert Prep: 4 Developing ML Models;Course;;;Show more options for Google Cloud Professional Machine Learning Engineer Cert Prep: 4 Developing ML Models;;;Save;;;1h 29m;;Advanced;;;Jun 2023;;;;;LinkedIn;;By: Noah Gift;;;
AWS DeepRacer: Building a Reinforcement Learning Model;Course;;;Show more options for AWS DeepRacer: Building a Reinforcement Learning Model;;;Save;;;40m;;Intermediate;;;Sep 2022;;;;;LinkedIn;;By: Michael Smith;;;
Top 10 Skills for Machine Learning Cloud Architects;Course;;;Show more options for Top 10 Skills for Machine Learning Cloud Architects;;;Save;;;32m;;Beginner;;;Aug 2023;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
Deep Learning: Model Optimization and Tuning;Course;Popular;;;Show more options for Deep Learning: Model Optimization and Tuning;;;Save;;;54m;;;;Advanced;Feb 2022;;;;;LinkedIn;;;By: Kumaran Ponnambalam;
Advanced AI: NLP Techniques for Clinical Datasets;Course;;;Show more options for Advanced AI: NLP Techniques for Clinical Datasets;;;Save;;;43m;;Advanced;;;Nov 2022;;;;;LinkedIn;;By: Wuraola Oyewusi;;;
NumPy Essential Training: 1 Foundations of NumPy;Course;;;Show more options for NumPy Essential Training: 1 Foundations of NumPy;;;Save;;;1h 26m;;Intermediate;;;Updated Oct 2023;;;;;LinkedIn;;By: Terezija Semenski;;;
Synthetic Data: Advanced Concepts and Applications;Course;;;Show more options for Synthetic Data: Advanced Concepts and Applications;;;Save;;;38m;;Advanced;;;Jan 2024;;;;;LinkedIn;;By: Madecraft and Michael Galarnyk;;;
Recommendation Systems: A Practical Introduction;Course;;;Show more options for Recommendation Systems: A Practical Introduction;;;Save;;;1h 18m;;Advanced;;;Jan 2024;;;;;LinkedIn;;By: Miguel González-Fierro;;;
Machine Learning with Data Reduction in Excel, R, and Power BI;Course;;;Show more options for Machine Learning with Data Reduction in Excel, R, and Power BI;;;Save;;;3h 32m;;Intermediate;;;Feb 2022;;;;;LinkedIn;;By: Helen Wall;;;
Prepare for the AWS Certified Machine Learning - Specialty (MLS-C01) Exam;Learning Path;;;Show more options for Prepare for the AWS Certified Machine Learning - Specialty (MLS-C01) Exam;;;Save;;;2h 45m;;;Updated Mar 2023;;;;;LinkedIn;;;;;;;
Deep Learning with Python and Keras: Build a Model For Sentiment Analysis;Course;;;Show more options for Deep Learning with Python and Keras: Build a Model For Sentiment Analysis;;;Save;;;1h 55m;;Advanced;;;Feb 2024;;;;;LinkedIn;;By: Janani Ravi;;;
Transfer Learning for Images Using PyTorch: Essential Training;Course;;;Show more options for Transfer Learning for Images Using PyTorch: Essential Training;;;Save;;;58m;;Intermediate;;;Oct 2019;;;;;LinkedIn;;By: Jonathan Fernandes;;;
Applied AI: Building NLP Apps with Hugging Face Transformers;Course;Popular;;;Show more options for Applied AI: Building NLP Apps with Hugging Face Transformers;;;Save;;;57m;;;;Intermediate;Feb 2023;;;;;LinkedIn;;;By: Kumaran Ponnambalam;
Machine Learning for iOS Developers;Course;;;Show more options for Machine Learning for iOS Developers;;;Save;;;1h 25m;;Advanced;;;Apr 2018;;;;;LinkedIn;;By: Brian Advent;;;
Google Cloud Professional Machine Learning Engineer Cert Prep: 6 Monitoring, Optimizing, and Maintaining ML Solutions;Course;;;Show more options for Google Cloud Professional Machine Learning Engineer Cert Prep: 6 Monitoring, Optimizing, and Maintaining ML Solutions;;;Save;;;1h 10m;;Advanced;;;Jun 2023;;;;;LinkedIn;;By: Noah Gift;;;
Azure AI Fundamentals (AI-900) Cert Prep: 4 Natural Language Processing (NLP) Workloads on Azure;Course;;;Show more options for Azure AI Fundamentals (AI-900) Cert Prep: 4 Natural Language Processing (NLP) Workloads on Azure;;;Save;;;2h;;Beginner;;;Mar 2023;;;;;LinkedIn;;By: Eva Pardi;;;
Learning H20.ai;Course;;;Show more options for Learning H20.ai;;;Save;;;1h 42m;;Advanced;;;Jun 2023;;;;;LinkedIn;;By: Janani Ravi;;;
AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 1 Data Engineering;Course;;;Show more options for AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 1 Data Engineering;;;Save;;;1h 29m;;Intermediate;;;Feb 2023;;;;;LinkedIn;;By: Noah Gift;;;
Google Cloud Professional Machine Learning Engineer Cert Prep: 3 Designing Data Preparation and Processing Systems;Course;;;Show more options for Google Cloud Professional Machine Learning Engineer Cert Prep: 3 Designing Data Preparation and Processing Systems;;;Save;;;1h;;Advanced;;;Jun 2023;;;;;LinkedIn;;By: Noah Gift;;;
AWS Machine Learning: Building an Expense Tracker Using Amazon Textract;Course;;;Show more options for AWS Machine Learning: Building an Expense Tracker Using Amazon Textract;;;Save;;;24m;;Intermediate;;;Feb 2021;;;;;LinkedIn;;By: Carlos Rivas;;;
AI Show: Building NLP models with Azure ML AutoML;Course;;;Show more options for AI Show: Building NLP models with Azure ML AutoML;;;Save;;;13m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
SQL Server Machine Learning Services: R;Course;Updated;;;Show more options for SQL Server Machine Learning Services: R;;;Save;;;2h 20m;;;;Advanced;Updated 1 month ago;;;;;LinkedIn;;;By: Adam Wilbert;
Applied AI: Getting Started with Hugging Face Transformers;Course;Popular;;;Show more options for Applied AI: Getting Started with Hugging Face Transformers;;;Save;;;1h 16m;;;;Intermediate;Feb 2023;;;;;LinkedIn;;;By: Kumaran Ponnambalam;
Career advice from a tech career coach;Audio;;;Show more options for Career advice from a tech career coach;;;Save;;;1m 43s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Top 10 Skills for NLP Specialists;Course;;;Show more options for Top 10 Skills for NLP Specialists;;;Save;;;26m;;Beginner;;;Apr 2023;;;;;LinkedIn;;By: Ben Sullins and Free the Data Academy;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Exam Tips;Course;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Exam Tips;;;Save;;;2h 48m;;Beginner;;;1 month ago;;;;;LinkedIn;;By: Jose Latorre;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Implement Natural Language Processing Solutions;Course;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Implement Natural Language Processing Solutions;;;Save;;;3h 57m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Gerry O'Brien;;;
Data Labeling for Machine Learning;Course;;;Show more options for Data Labeling for Machine Learning;;;Save;;;1h 54m;;Intermediate;;;Oct 2023;;;;;LinkedIn;;By: Janani Ravi;;;
Automated ML.NET Training, Metrics, and Accuracy;Course;;;Show more options for Automated ML.NET Training, Metrics, and Accuracy;;;Save;;;35m;;Advanced;;;Apr 2024;;;;;LinkedIn;;By: Sam Nasr;;;
ML engineering advice from hiring managers;Audio;;;Show more options for ML engineering advice from hiring managers;;;Save;;;57s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Google Cloud Professional Machine Learning Engineer Cert Prep: 2 Architecting ML Solution;Course;;;Show more options for Google Cloud Professional Machine Learning Engineer Cert Prep: 2 Architecting ML Solution;;;Save;;;1h 27m;;Advanced;;;Jun 2023;;;;;LinkedIn;;By: Noah Gift;;;
ML.NET: Getting Started;Course;;;Show more options for ML.NET: Getting Started;;;Save;;;38m;;Advanced;;;Jun 2021;;;;;LinkedIn;;By: Jonathan Wood;;;
Security Risks in AI and Machine Learning: Categorizing Attacks and Failure Modes;Course;;;Show more options for Security Risks in AI and Machine Learning: Categorizing Attacks and Failure Modes;;;Save;;;1h 11m;;Beginner;;;Feb 2022;;;;;LinkedIn;;By: Diana Kelley;;;
Data-Centric AI: Best Practices, Responsible AI, and More;Course;;;Show more options for Data-Centric AI: Best Practices, Responsible AI, and More;;;Save;;;2h 50m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Aishwarya Srinivasan;;;
Develop Your AI Skills as a Cybersecurity Professional;Learning Path;;;Show more options for Develop Your AI Skills as a Cybersecurity Professional;;;Save;;;8h 34m;;;Updated 2 weeks ago;;;;;LinkedIn;;;;;;;
Leveraging Cloud-Based Machine Learning on AWS: Real-World Applications;Course;;;Show more options for Leveraging Cloud-Based Machine Learning on AWS: Real-World Applications;;;Save;;;1h 28m;;Intermediate;;;Oct 2019;;;;;LinkedIn;;By: David Linthicum;;;
AI Show: Scaling Your AI/ML Practices with MLOps and Azure Machine Learning;Course;;;Show more options for AI Show: Scaling Your AI/ML Practices with MLOps and Azure Machine Learning;;;Save;;;32m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 3 Deploy and Operationalize Machine Learning Solutions;Course;Updated;;;Show more options for Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 3 Deploy and Operationalize Machine Learning Solutions;;;Save;;;34m;;;;Intermediate;Updated 3 weeks ago;;;;;LinkedIn;;;By: Noah Gift;
AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 4 Machine Learning Implementation and Operations;Course;;;Show more options for AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 4 Machine Learning Implementation and Operations;;;Save;;;25m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: Noah Gift;;;
AI Show: Building Recommender Systems;Course;;;Show more options for AI Show: Building Recommender Systems;;;Save;;;18m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Prepare for the Azure Data Scientist Associate (DP-100) Certification;Learning Path;;;Show more options for Prepare for the Azure Data Scientist Associate (DP-100) Certification;;;Save;;;2h 38m;;;Updated 3 weeks ago;;;;;LinkedIn;;;;;;;
Process large data sets;Audio;;;Show more options for Process large data sets;;;Save;;;1m 14s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 3 Modeling;Course;;;Show more options for AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 3 Modeling;;;Save;;;32m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: Noah Gift;;;
MLOps Essentials: Model Development and Integration;Course;Popular;;;Show more options for MLOps Essentials: Model Development and Integration;;;Save;;;1h 30m;;;;Intermediate;Sep 2022;;;;;LinkedIn;;;By: Kumaran Ponnambalam;
Executive Guide to Predictive Modeling Strategy at Scale;Course;;;Show more options for Executive Guide to Predictive Modeling Strategy at Scale;;;Save;;;1h 2m;;Beginner;;;Updated Apr 2024;;;;;LinkedIn;;By: Keith McCormick;;;
AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;Course;;;Show more options for AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;;;Save;;;18m;;Intermediate;;;Feb 2023;;;;;LinkedIn;;By: Noah Gift;;;
Threat Modeling for AI/ML Systems;Course;;;Show more options for Threat Modeling for AI/ML Systems;;;Save;;;57m;;Advanced;;;Apr 2024;;;;;LinkedIn;;By: Adam Shostack;;;
AutoML: Build Production-Ready Models Quickly!;Course;;;Show more options for AutoML: Build Production-Ready Models Quickly!;;;Save;;;1h 44m;;Intermediate;;;Nov 2022;;;;;LinkedIn;;By: Akintunde Oluwatobiloba Oladipo;;;
What do you like the most about your job?;Audio;;;Show more options for What do you like the most about your job?;;;Save;;;56s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Optimize for speed and scalability;Audio;;;Show more options for Optimize for speed and scalability;;;Save;;;1m 14s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Time Series Modeling in Excel, R, and Power BI;Course;;;Show more options for Time Series Modeling in Excel, R, and Power BI;;;Save;;;2h;;Advanced;;;Mar 2023;;;;;LinkedIn;;By: Helen Wall;;;
Machine Learning and AI: Advanced Decision Trees with SPSS;Course;Popular;;;Show more options for Machine Learning and AI: Advanced Decision Trees with SPSS;;;Save;;;1h 23m;;;;Advanced;Updated Feb 2024;;;;;LinkedIn;;;By: Keith McCormick;
Maintain and update existing systems;Audio;;;Show more options for Maintain and update existing systems;;;Save;;;1m 3s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Implement Computer Vision Solutions;Course;Updated;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Implement Computer Vision Solutions;;;Save;;;1h 28m;;;;Intermediate;Updated 2 months ago;;;;;LinkedIn;;;By: Matt Eland;
Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 4 Implement Responsible Machine Learning;Course;Updated;;;Show more options for Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 4 Implement Responsible Machine Learning;;;Save;;;20m;;;;Intermediate;Updated 3 weeks ago;;;;;LinkedIn;;;By: Noah Gift;
What you should know;Audio;;;Show more options for What you should know;;;Save;;;27s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Executive Guide to Human-in-the-Loop Machine Learning and Data Annotation;Course;;;Show more options for Executive Guide to Human-in-the-Loop Machine Learning and Data Annotation;;;Save;;;1h 2m;;Beginner;;;Dec 2023;;;;;LinkedIn;;By: Keith McCormick;;;
Complete Guide to AI and Data Science for SQL Developers: From Beginner to Advanced;Course;Popular;;;Show more options for Complete Guide to AI and Data Science for SQL Developers: From Beginner to Advanced;;;Save;;;5h 22m;;;;Advanced;Updated 4 months ago;;;;;LinkedIn;;;By: Walter Shields;
AI Show: Intelligent Recommendations;Course;;;Show more options for AI Show: Intelligent Recommendations;;;Save;;;18m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Build GANs and Diffusion Models with TensorFlow and PyTorch;Course;;;Show more options for Build GANs and Diffusion Models with TensorFlow and PyTorch;;;Save;;;2h 22m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Janani Ravi;;;
Define data pipelines;Audio;;;Show more options for Define data pipelines;;;Save;;;2m 13s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
MLOps Essentials: Model Deployment and Monitoring;Course;;;Show more options for MLOps Essentials: Model Deployment and Monitoring;;;Save;;;1h 23m;;Intermediate;;;Oct 2022;;;;;LinkedIn;;By: Kumaran Ponnambalam;;;
Executive Guide to AutoML;Course;;;Show more options for Executive Guide to AutoML;;;Save;;;1h 1m;;Beginner;;;Apr 2023;;;;;LinkedIn;;By: Keith McCormick;;;
Machine Learning and AI Foundations: Decision Trees with SPSS;Course;Popular;;;Show more options for Machine Learning and AI Foundations: Decision Trees with SPSS;;;Save;;;1h 27m;;;;Intermediate;Updated Feb 2024;;;;;LinkedIn;;;By: Keith McCormick;
NumPy Essential Training: 2 MatPlotlib and Linear Algebra Capabilities;Course;;;Show more options for NumPy Essential Training: 2 MatPlotlib and Linear Algebra Capabilities;;;Save;;;1h 12m;;Intermediate;;;Mar 2022;;;;;LinkedIn;;By: Terezija Semenski;;;
Vector Databases in Practice: Deep Dive;Course;;;Show more options for Vector Databases in Practice: Deep Dive;;;Save;;;1h 50m;;Intermediate;;;Mar 2024;;;;;LinkedIn;;By: Joon-Pil Hwang;;;
Introduction to MLSecOps;Course;;;Show more options for Introduction to MLSecOps;;;Save;;;1h 2m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Diana Kelley;;;
Synthetic Data for Software Testers;Course;;;Show more options for Synthetic Data for Software Testers;;;Save;;;1h 17m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Michael Smith;;;
Essentials of MLOps with Azure: 4 Spark MLflow Models and Model Registry;Course;;;Show more options for Essentials of MLOps with Azure: 4 Spark MLflow Models and Model Registry;;;Save;;;12m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Noah Gift;;;
Essentials of MLOps with Azure: 1 Introduction;Course;;;Show more options for Essentials of MLOps with Azure: 1 Introduction;;;Save;;;48m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Noah Gift;;;
Advanced Predictive Modeling: Mastering Ensembles and Metamodeling;Course;;;Show more options for Advanced Predictive Modeling: Mastering Ensembles and Metamodeling;;;Save;;;1h 10m;;Advanced;;;Apr 2019;;;;;LinkedIn;;By: Keith McCormick;;;
Learning Amazon Bedrock;Course;;;Show more options for Learning Amazon Bedrock;;;Save;;;1h 53m;;Intermediate;;;Mar 2024;;;;;LinkedIn;;By: Lee Assam;;;
Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 2 Run Experiments and Train Models;Course;Updated;;;Show more options for Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 2 Run Experiments and Train Models;;;Save;;;33m;;;;Intermediate;Updated 3 weeks ago;;;;;LinkedIn;;;By: Noah Gift;
LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG);Course;;;Show more options for LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG);;;Save;;;1h 33m;;Advanced;;;Feb 2024;;;;;LinkedIn;;By: Kumaran Ponnambalam;;;
Compress data and models;Audio;;;Show more options for Compress data and models;;;Save;;;1m 29s;;;Updated Sep 2023;;;;;LinkedIn;;;From the course: Transitioning into Machine Learning Engineering;;;;
Machine Learning and AI Foundations: Advanced Decision Trees with KNIME;Course;;;Show more options for Machine Learning and AI Foundations: Advanced Decision Trees with KNIME;;;Save;;;1h 33m;;Advanced;;;Nov 2022;;;;;LinkedIn;;By: Keith McCormick;;;
Vector Databases Professional Certificate by Weaviate;Professional Certificate;;;Show more options for Vector Databases Professional Certificate by Weaviate;;;Save;;;4h 38m;;;Updated 2 months ago;;;;;;Provided by Weaviate and LinkedIn;;;;;;
Introduction to AI-Native Vector Databases;Course;;;Show more options for Introduction to AI-Native Vector Databases;;;Save;;;2h 47m;;Intermediate;;;Dec 2023;;;;;LinkedIn;;By: Zain Hasan;;;
Machine Learning and AI Foundations: Decision Trees with KNIME;Course;;;Show more options for Machine Learning and AI Foundations: Decision Trees with KNIME;;;Save;;;1h 59m;;Intermediate;;;Jun 2022;;;;;LinkedIn;;By: Keith McCormick;;;
AI Show: AzureML Registries - Enabling Better Collaboration and MLOps;Course;;;Show more options for AI Show: AzureML Registries - Enabling Better Collaboration and MLOps;;;Save;;;20m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Data Science Foundations: Data Assessment for Predictive Modeling;Course;;;Show more options for Data Science Foundations: Data Assessment for Predictive Modeling;;;Save;;;4h 3m;;Intermediate;;;Sep 2020;;;;;LinkedIn;;By: Keith McCormick;;;
Machine Learning in Mobile Applications (2019);Course;;;Show more options for Machine Learning in Mobile Applications (2019);;;Save;;;3h 15m;;Beginner;;;Mar 2019;;;;;LinkedIn;;By: Kevin Ford;;;
Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 1 Manage Azure Resources for Machine Learning;Course;Updated;;;Show more options for Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 1 Manage Azure Resources for Machine Learning;;;Save;;;21m;;;;Intermediate;Updated 3 weeks ago;;;;;LinkedIn;;;By: Noah Gift;
Learning Vertex AI: MLOps with Google Cloud;Course;;;Show more options for Learning Vertex AI: MLOps with Google Cloud;;;Save;;;1h 38m;;Intermediate;;;May 2023;;;;;LinkedIn;;By: Archana Vaidheeswaran and Soham Chatterjee;;;
Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;Course;;;Show more options for Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;;;Save;;;18m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Noah Gift;;;
Cognitive Technologies: The Real Opportunities for Business;Course;;;Show more options for Cognitive Technologies: The Real Opportunities for Business;;;Save;;;1h 52m;;Beginner;;;Jan 2019;;;;;LinkedIn;;By: Deloitte Insights;;;
Complete Guide to Python Fundamentals for MLOps;Course;New;Popular;;;Show more options for Complete Guide to Python Fundamentals for MLOps;;;Save;;;;;5h 54m;;Advanced;1 week ago;;;;;;LinkedIn;;By: Alfredo Deza and Pragmatic AI Labs
Essentials of MLOps with Azure: 2 Databricks MLflow and MLflow Tracking;Course;;;Show more options for Essentials of MLOps with Azure: 2 Databricks MLflow and MLflow Tracking;;;Save;;;20m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Noah Gift;;;
AI Show: MLOps (v2) - Unifying MLOps at Microsoft;Course;;;Show more options for AI Show: MLOps (v2) - Unifying MLOps at Microsoft;;;Save;;;47m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Building Applications Using Amazon Bedrock;Course;;;Show more options for Building Applications Using Amazon Bedrock;;;Save;;;2h 9m;;Advanced;;;Mar 2024;;;;;LinkedIn;;By: Lee Assam;;;
Redis + AI: Building a Vector Database with Redis;Course;;;Show more options for Redis + AI: Building a Vector Database with Redis;;;Save;;;2h 32m;;Intermediate;;;2 months ago;;;;;LinkedIn;;By: Fernando Doglio;;;
MLOps Essentials: Monitoring Model Drift and Bias;Course;;;Show more options for MLOps Essentials: Monitoring Model Drift and Bias;;;Save;;;1h 5m;;Intermediate;;;Oct 2023;;;;;LinkedIn;;By: Kumaran Ponnambalam;;;
Executive Guide to Deploying, Monitoring, and Maintaining Models;Course;;;Show more options for Executive Guide to Deploying, Monitoring, and Maintaining Models;;;Save;;;57m;;Beginner;;;Apr 2024;;;;;LinkedIn;;By: Keith McCormick;;;
